id,host_id,host_neighbourhood,host_listings_count,host_total_listings_count,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews_ltm,review_scores_rating,instant_bookable,reviews_per_month
958,1169,Duboce Triangle,1,1,Western Addition,Entire serviced apartment,Entire home/apt,3,,1 bath,1,2,$172.00 ,2,30,42,4.87,f,2.08
5858,8904,Bernal Heights,2,2,Bernal Heights,Entire rental unit,Entire home/apt,5,,1 bath,2,3,$235.00 ,30,60,0,4.88,f,0.72
7918,21994,Cole Valley,10,10,Haight Ashbury,Private room in rental unit,Private room,2,,4 shared baths,1,1,$56.00 ,32,60,0,4.2,f,0.13
8142,21994,Cole Valley,10,10,Haight Ashbury,Private room in rental unit,Private room,2,,4 shared baths,1,1,$56.00 ,32,90,0,4.63,f,0.09
8339,24215,Alamo Square,2,2,Western Addition,Entire condominium (condo),Entire home/apt,4,,1.5 baths,2,2,$895.00 ,7,111,0,4.87,f,0.19
8739,7149,Mission District,2,2,Mission,Private room in condominium (condo),Private room,3,,1 private bath,1,1,$169.00 ,13,14,1,4.91,f,4.86
10251,35199,Mission District,1,1,Mission,Entire residential home,Entire home/apt,4,,1 bath,2,3,$150.00 ,30,60,4,4.79,f,2.27
10578,37049,Nob Hill,0,0,Nob Hill,Entire rental unit,Entire home/apt,2,,1 bath,,1,$120.00 ,30,180,0,4.93,f,0.15
10820,38836,Lower Haight,27,27,Haight Ashbury,Entire rental unit,Entire home/apt,3,,1 bath,3,3,$170.00 ,30,1125,1,4.41,f,0.26
10824,38836,Lower Haight,27,27,Western Addition,Entire rental unit,Entire home/apt,5,,2 baths,3,3,$166.00 ,30,365,0,4.57,f,0.13
10832,38836,Lower Haight,27,27,Downtown/Civic Center,Entire rental unit,Entire home/apt,2,,1.5 baths,1,1,$116.00 ,30,365,0,4.6,f,0.18
12041,21994,Cole Valley,10,10,Haight Ashbury,Private room in rental unit,Private room,2,,3 shared baths,1,2,$65.00 ,32,60,0,4,f,0.05
12042,21994,Cole Valley,10,10,Haight Ashbury,Private room in rental unit,Private room,2,,3 shared baths,1,2,$65.00 ,32,90,0,3.2,f,0.05
12522,18431,The Castro,1,1,Castro/Upper Market,Private room in rental unit,Private room,1,,1 shared bath,1,1,$79.00 ,3,27,0,4.92,t,2.93
18231,70224,Noe Valley,1,1,Noe Valley,Entire rental unit,Entire home/apt,3,,1 bath,,2,$87.00 ,30,365,3,4.83,f,0.47
18904,72464,Lower Haight,2,2,Western Addition,Private room in residential home,Private room,2,,1 private bath,1,1,$110.00 ,3,31,0,4.87,f,3.37
21334,81455,Nob Hill,1,1,Nob Hill,Entire loft,Entire home/apt,2,,1 bath,1,1,$130.00 ,30,30,3,4.87,t,0.86
23630,93257,The Castro,1,1,Castro/Upper Market,Entire residential home,Entire home/apt,2,,1 bath,1,1,$155.00 ,3,14,0,4.88,f,2.93
24463,99128,Potrero Hill,2,2,Potrero Hill,Private room in rental unit,Private room,2,,1 private bath,1,1,$158.00 ,2,28,5,4.89,f,2.22
24723,100800,Western Addition/NOPA,3,3,Pacific Heights,Entire guest suite,Entire home/apt,4,,1 bath,1,1,$189.00 ,4,31,29,4.82,t,2.52
25094,103339,Glen Park,1,1,Glen Park,Private room in residential home,Private room,2,,1 private bath,1,1,$165.00 ,5,45,8,4.96,f,0.74
27025,115673,The Castro,1,1,Castro/Upper Market,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$119.00 ,30,1125,0,4.98,f,0.94
27028,7149,Mission District,2,2,Mission,Private room in condominium (condo),Private room,4,,1 private bath,1,2,$189.00 ,1,29,0,4.77,f,0.33
29373,126263,Bernal Heights,3,3,Bernal Heights,Entire residential home,Entire home/apt,4,,2 baths,2,2,$164.00 ,4,70,0,4.88,f,0.13
29557,126036,Richmond District,1,1,Outer Richmond,Entire rental unit,Entire home/apt,4,,1 bath,1,2,$175.00 ,2,30,19,4.97,f,0.63
32414,140251,Bernal Heights,1,1,Bernal Heights,Entire rental unit,Entire home/apt,2,,1 bath,1,2,$150.00 ,30,30,0,4.81,f,0.67
33578,145258,Potrero Hill,2,2,Potrero Hill,Entire residential home,Entire home/apt,2,,1 bath,1,1,$270.00 ,1,14,43,4.95,f,4.66
39174,127367,Noe Valley,28,28,Mission,Entire guest suite,Entire home/apt,2,,1 bath,1,1,$107.00 ,30,1125,1,4.7,f,0.17
39418,169184,Bernal Heights,2,2,Bernal Heights,Entire rental unit,Entire home/apt,2,,1 bath,,1,$215.00 ,30,30,0,4.9,f,0.17
40092,172182,Mission District,5,5,Mission,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$107.00 ,30,400,4,4.63,f,0.73
41055,178043,The Castro,3,3,Castro/Upper Market,Entire residential home,Entire home/apt,3,,1 bath,1,1,$140.00 ,3,29,6,4.74,f,0.45
41172,53314,Bernal Heights,1,1,Bernal Heights,Private room in residential home,Private room,2,,1 private bath,1,1,$125.00 ,3,30,16,4.91,f,2.02
41423,180715,Glen Park,1,1,Glen Park,Entire residential home,Entire home/apt,3,,1 bath,,1,$125.00 ,30,90,3,4.47,t,1.11
41609,54299,Nob Hill,1,1,Downtown/Civic Center,Entire condominium (condo),Entire home/apt,3,,1 bath,1,2,$149.00 ,30,730,5,4.96,f,0.17
42577,127367,Noe Valley,28,28,Potrero Hill,Entire guest suite,Entire home/apt,3,,1 bath,2,2,$150.00 ,30,1125,0,4,f,0.02
43732,127367,Noe Valley,28,28,Twin Peaks,Entire rental unit,Entire home/apt,2,,1 bath,1,2,$120.00 ,30,1125,0,4.4,f,0.04
44032,98733,Mission District,1,1,Mission,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$95.00 ,30,121,5,4.84,f,2.13
44680,196626,Mission District,2,2,Mission,Entire rental unit,Entire home/apt,4,,1 bath,1,2,$150.00 ,60,60,0,5,f,0.02
45299,178043,The Castro,3,3,Castro/Upper Market,Entire guest suite,Entire home/apt,2,,1 bath,,2,$90.00 ,3,30,2,4.7,f,1.11
47682,216682,Pacific Heights,9,9,Pacific Heights,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$119.00 ,30,365,2,4.83,f,0.22
51557,237200,Duboce Triangle,1,1,Western Addition,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$125.00 ,31,180,0,4.88,t,0.79
51773,216682,Pacific Heights,9,9,Pacific Heights,Private room in rental unit,Private room,1,,0 shared baths,1,1,$43.00 ,30,730,3,4.61,f,1.28
53280,126263,Bernal Heights,3,3,Bernal Heights,Private room in residential home,Private room,2,,1 private bath,1,1,$95.00 ,3,60,0,4.89,f,1.06
53934,252376,Downtown,2,2,Downtown/Civic Center,Entire condominium (condo),Entire home/apt,4,,1 bath,2,2,$130.00 ,30,365,4,4.77,f,1.73
54518,255971,Financial District,1,1,Financial District,Entire condominium (condo),Entire home/apt,2,,1 bath,1,1,$145.00 ,30,365,2,4.24,f,0.16
54634,216682,Pacific Heights,9,9,Pacific Heights,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$96.00 ,30,730,6,4.7,f,0.34
55632,262875,Richmond District,4,4,Outer Richmond,Entire rental unit,Entire home/apt,4,,1 bath,1,2,$125.00 ,30,365,1,4.77,f,0.1
55636,262875,Richmond District,4,4,Twin Peaks,Entire rental unit,Entire home/apt,4,,1 bath,1,1,$116.00 ,30,365,0,4.75,f,0.2
56621,216682,Pacific Heights,9,9,Pacific Heights,Private room in rental unit,Private room,1,,0 shared baths,1,1,$47.00 ,30,365,0,4.65,f,0.93
57561,272890,Bernal Heights,1,1,Bernal Heights,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$178.00 ,30,90,2,4.61,f,1.61
57676,142882,Mission District,2,2,Mission,Private room in rental unit,Private room,1,,1 shared bath,1,1,$99.00 ,30,360,0,4.71,t,0.94
59702,287136,Bernal Heights,1,1,Bernal Heights,Private room in cottage,Private room,2,,1 shared bath,1,1,$150.00 ,30,120,0,4.9,t,1.49
59831,287859,Outer Sunset,1,1,Outer Sunset,Private room in residential home,Private room,2,,1 bath,1,1,$100.00 ,60,60,0,1,f,0.01
60365,279544,Duboce Triangle,5,5,Western Addition,Entire residential home,Entire home/apt,6,,2 baths,3,4,$450.00 ,4,60,15,4.86,f,1.7
62519,304426,Glen Park,2,2,Noe Valley,Private room in rental unit,Private room,2,,1 private bath,1,1,$85.00 ,2,28,0,4.86,f,0.44
63247,290120,Mission District,2,2,Mission,Entire guest suite,Entire home/apt,2,,1 bath,1,1,$155.00 ,2,28,36,4.68,f,2.95
64165,237691,Marina,3,3,Marina,Private room in rental unit,Private room,2,,2 baths,1,1,$105.00 ,30,150,2,4.97,f,0.55
66119,52862,Richmond District,2,2,Outer Richmond,Entire rental unit,Entire home/apt,2,,1 bath,,2,$90.00 ,30,360,2,4.18,f,0.79
68239,337833,Noe Valley,5,5,Mission,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$326.00 ,30,1125,3,4.83,f,0.33
69410,347624,Richmond District,1,1,Inner Richmond,Entire residential home,Entire home/apt,2,,1 bath,1,4,$90.00 ,30,365,5,4.91,f,0.45
69681,127367,Noe Valley,28,28,Outer Richmond,Entire rental unit,Entire home/apt,4,,2 baths,3,3,$185.00 ,30,365,1,4.57,f,0.06
70139,354456,Noe Valley,4,4,Bernal Heights,Entire rental unit,Entire home/apt,3,,1 bath,1,2,$111.00 ,30,180,1,4.9,f,0.09
70753,329072,Financial District,18,18,Financial District,Shared room in hostel,Shared room,8,,1 shared bath,1,8,$42.00 ,1,365,2,4.61,t,3.04
71645,367464,Bernal Heights,1,1,Bernal Heights,Entire guest suite,Entire home/apt,2,,1 bath,1,1,$114.00 ,3,26,50,4.92,f,2.85
72365,374909,Alamo Square,14,14,Western Addition,Entire rental unit,Entire home/apt,4,,1 bath,,3,$90.00 ,30,365,2,4.48,f,0.53
72444,329072,Financial District,18,18,Financial District,Shared room in hostel,Shared room,2,,1 shared bath,1,4,$42.00 ,1,365,57,4.71,t,3.74
72921,374909,Alamo Square,14,14,Western Addition,Entire rental unit,Entire home/apt,4,,1 bath,1,3,$100.00 ,30,365,0,4.43,f,0.4
74451,374909,Alamo Square,14,14,Western Addition,Entire rental unit,Entire home/apt,4,,1 bath,,2,$100.00 ,30,365,3,4.84,f,0.21
77175,395569,Glen Park,1,1,Glen Park,Entire residential home,Entire home/apt,2,,1 bath,1,1,$144.00 ,3,31,25,4.88,f,2.5
78651,142882,Mission District,2,2,Mission,Private room in rental unit,Private room,1,,2 shared baths,1,1,$85.00 ,30,360,0,4.73,t,0.71
80394,126930,Haight-Ashbury,1,1,Haight Ashbury,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$135.00 ,30,90,3,4.92,f,0.28
81158,439589,Western Addition/NOPA,1,1,Western Addition,Entire condominium (condo),Entire home/apt,4,,1 bath,1,2,$72.00 ,30,330,2,4.75,f,0.18
83257,453743,Western Addition/NOPA,1,1,Western Addition,Private room in residential home,Private room,1,,1 shared bath,1,1,$90.00 ,30,1125,0,4.84,f,0.77
91957,495796,Cole Valley,1,1,Haight Ashbury,Entire rental unit,Entire home/apt,6,,1.5 baths,2,2,$225.00 ,30,730,0,4.73,f,0.76
96383,216682,Pacific Heights,9,9,Pacific Heights,Private room in rental unit,Private room,1,,0 shared baths,1,1,$49.00 ,30,365,5,4.71,f,1.08
99094,522225,Mission District,1,1,Mission,Entire rental unit,Entire home/apt,4,,1 bath,2,3,$249.00 ,30,1125,8,4.95,f,0.16
105497,547669,Outer Sunset,4,4,Outer Sunset,Private room in residential home,Private room,1,,1 shared bath,1,1,$90.00 ,45,730,0,4,f,0.08
109883,566147,Balboa Terrace,1,1,West of Twin Peaks,Entire guest suite,Entire home/apt,4,,1 bath,2,2,$140.00 ,2,1125,37,4.71,t,3.22
110825,568933,Bayview,1,1,Bayview,Entire residential home,Entire home/apt,4,,1 bath,2,2,$120.00 ,30,730,0,4.71,f,0.07
114401,580606,The Castro,1,1,Castro/Upper Market,Private room in condominium (condo),Private room,1,,1 shared bath,1,1,$115.00 ,1,1125,29,4.87,f,4.82
115242,582450,Telegraph Hill,2,2,North Beach,Entire condominium (condo),Entire home/apt,3,,1 bath,1,2,$130.00 ,30,90,2,4.86,f,0.12
121065,608445,Duboce Triangle,1,1,Western Addition,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$105.00 ,30,365,0,4.94,f,0.31
124011,617985,Inner Sunset,1,1,Inner Sunset,Entire residential home,Entire home/apt,6,,2.5 baths,3,4,$580.00 ,7,365,6,4.94,f,0.19
128230,634277,The Castro,1,1,Castro/Upper Market,Entire rental unit,Entire home/apt,3,,1 bath,1,1,$295.00 ,2,15,7,4.93,f,1.28
130775,21994,Cole Valley,10,10,Haight Ashbury,Private room in rental unit,Private room,2,,4 shared baths,1,1,$56.00 ,32,90,0,4.36,f,0.1
132441,650862,Bernal Heights,1,1,Bernal Heights,Private room in residential home,Private room,2,,1 shared bath,1,1,$96.00 ,1,10,17,4.82,f,1.18
138221,674976,Richmond District,2,2,Inner Richmond,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$140.00 ,30,365,6,4.83,f,0.61
138592,648553,The Castro,3,3,Noe Valley,Entire residential home,Entire home/apt,8,,2.5 baths,4,6,"$1,250.00 ",5,1125,3,4.9,f,0.24
138772,261304,The Castro,1,1,Castro/Upper Market,Private room in residential home,Private room,2,,1 shared bath,1,1,$150.00 ,5,180,9,4.94,f,0.63
142177,656263,Richmond District,1,1,Outer Richmond,Entire condominium (condo),Entire home/apt,4,,1 bath,2,2,$375.00 ,5,25,14,4.92,f,1.77
144043,698337,Bernal Heights,3,3,Bernal Heights,Private room in residential home,Private room,2,,1 shared bath,1,2,$77.00 ,30,60,0,4.64,f,1.14
144242,699215,Richmond District,1,1,Inner Richmond,Entire residential home,Entire home/apt,6,,2 baths,3,3,$495.00 ,3,60,4,4.86,f,0.17
144978,216682,Pacific Heights,9,9,Pacific Heights,Private room in rental unit,Private room,1,,,1,1,$53.00 ,30,365,0,4.68,f,0.94
147443,709325,Diamond Heights,4,4,Diamond Heights,Entire rental unit,Entire home/apt,4,,1.5 baths,2,3,$170.00 ,30,180,1,4.6,f,0.86
148627,709325,Diamond Heights,4,4,Marina,Entire rental unit,Entire home/apt,1,,1 bath,1,1,$80.00 ,30,120,3,4.29,f,0.92
148769,709325,Diamond Heights,4,4,Twin Peaks,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$79.00 ,30,60,3,4.14,f,1.01
150347,172182,Mission District,5,5,Mission,Entire rental unit,Entire home/apt,4,,1 bath,2,2,$149.00 ,30,365,4,4.73,f,1.01
166199,792371,The Castro,1,1,Castro/Upper Market,Entire guesthouse,Entire home/apt,4,,1 bath,1,2,$170.00 ,30,330,0,4.82,f,1.26
166771,794467,Haight-Ashbury,1,1,Haight Ashbury,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$138.00 ,30,180,6,4.87,f,1.31
175090,127367,Noe Valley,28,28,Financial District,Entire rental unit,Entire home/apt,2,,1 bath,,2,$110.00 ,30,1125,1,4.38,f,0.2
175102,127367,Noe Valley,28,28,Chinatown,Entire rental unit,Entire home/apt,2,,1 bath,,2,$135.00 ,30,1125,1,4.73,f,0.41
183859,882283,Glen Park,1,1,Glen Park,Entire rental unit,Entire home/apt,4,,1 bath,2,2,$220.00 ,3,28,25,4.87,f,2.4
191632,583207,Western Addition/NOPA,1,1,Haight Ashbury,Entire guest suite,Entire home/apt,2,,1 bath,1,1,$138.00 ,2,14,0,4.85,t,3.93
193292,937281,Noe Valley,0,0,Noe Valley,Private room in residential home,Private room,1,,Half-bath,1,1,$120.00 ,30,45,0,4.93,f,0.51
201313,1479964,The Castro,19,19,North Beach,Entire condominium (condo),Entire home/apt,2,,1 bath,1,1,$140.00 ,30,730,1,5,t,0.07
207980,1023546,Diamond Heights,1,1,Diamond Heights,Entire residential home,Entire home/apt,8,,1 bath,3,5,$295.00 ,2,120,54,4.82,t,3.84
208714,1027819,Nob Hill,1,1,Downtown/Civic Center,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$199.00 ,30,60,0,4.8,f,0.62
208831,1028577,North Beach,1,1,Russian Hill,Entire guest suite,Entire home/apt,2,,1 bath,1,1,$160.00 ,3,29,21,4.8,f,4.21
209420,1031942,SoMa,3,3,South of Market,Entire rental unit,Entire home/apt,4,,1 bath,2,1,$225.00 ,30,90,0,5,f,0.04
209514,1032643,Haight-Ashbury,5,5,Haight Ashbury,Private room in residential home,Private room,2,,2 baths,1,1,$75.00 ,1,5,37,4.7,f,4.24
211117,1089812,Western Addition,0,0,Western Addition,Entire rental unit,Entire home/apt,3,,1 bath,1,2,$130.00 ,30,180,2,4.71,f,0.21
212783,1032643,Haight-Ashbury,5,5,Haight Ashbury,Private room in residential home,Private room,4,,2 shared baths,1,2,$77.00 ,1,5,36,4.57,f,4
213532,1032643,Haight-Ashbury,5,5,Haight Ashbury,Private room in residential home,Private room,2,,2 baths,1,1,$71.00 ,1,15,43,4.51,f,4.49
218567,1130612,Japantown,2,2,Western Addition,Entire condominium (condo),Entire home/apt,2,,1 bath,1,2,$200.00 ,30,365,0,4.78,f,0.69
220418,1032643,Haight-Ashbury,5,5,Haight Ashbury,Private room in residential home,Private room,2,,2 baths,1,1,$71.00 ,1,5,36,4.48,f,3.85
229240,329072,Financial District,18,18,Financial District,Shared room in hostel,Shared room,3,,1 shared bath,1,8,$36.00 ,1,14,1,4.67,t,2.94
229319,12798954,Bernal Heights,4,4,Bernal Heights,Entire rental unit,Entire home/apt,4,,1 bath,1,1,$135.00 ,30,365,0,4.83,f,0.15
231129,1208533,Nob Hill,5,5,Nob Hill,Entire townhouse,Entire home/apt,10,,1 bath,1,4,"$1,089.00 ",2,28,0,4.39,f,0.59
231752,691445,,,,Castro/Upper Market,Entire rental unit,Entire home/apt,4,,1 bath,2,7,$250.00 ,30,365,2,4.95,f,0.67
238204,1248132,Outer Sunset,1,1,Parkside,Entire guest suite,Entire home/apt,4,,1 bath,1,2,$156.00 ,3,28,27,4.73,f,1.98
241235,329072,Financial District,18,18,Financial District,Shared room in hostel,Shared room,1,,1 shared bath,1,8,$38.00 ,1,14,2,4.68,t,2.65
245339,1257432,Tenderloin,25,25,Downtown/Civic Center,Entire condominium (condo),Entire home/apt,2,,1 bath,1,1,$129.00 ,30,365,0,4.5,f,0.08
256176,976125,Richmond District,1,1,Inner Richmond,Private room in guest suite,Private room,1,,1 private bath,1,1,$91.00 ,2,21,48,4.87,t,3.12
258786,698337,Bernal Heights,3,3,Bernal Heights,Private room in residential home,Private room,2,,1 bath,1,1,$68.00 ,30,60,0,4.56,f,0.13
259621,329072,Financial District,18,18,Financial District,Shared room in hostel,Shared room,1,,1 shared bath,1,8,$38.00 ,1,14,25,4.64,t,2.16
259622,329072,Financial District,18,18,Financial District,Shared room in hostel,Shared room,5,,1 shared bath,1,8,$38.00 ,1,14,2,4.7,t,1.84
269463,1244308,Cole Valley,1,1,Haight Ashbury,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$250.00 ,2,30,17,4.75,f,1.28
271602,1421296,SoMa,1,1,South of Market,Entire condominium (condo),Entire home/apt,2,,1 bath,1,1,$110.00 ,30,365,5,4.89,f,0.91
271647,1421509,Sunset District,2,2,Outer Sunset,Private room in rental unit,Private room,2,,1.5 shared baths,1,2,$60.00 ,30,185,1,4.54,f,1.2
273530,99128,Potrero Hill,2,2,Potrero Hill,Entire condominium (condo),Entire home/apt,4,,2 baths,2,2,$273.00 ,4,7,1,4.91,f,0.34
274334,1434669,Outer Sunset,1,1,Outer Sunset,Private room in residential home,Private room,2,,1 private bath,1,1,$85.00 ,3,22,14,4.79,f,0.84
279184,1456262,Mission District,2,2,Mission,Entire rental unit,Entire home/apt,7,,2 baths,3,4,$475.00 ,5,365,0,4.85,f,0.11
280549,1454829,Sunnyside,1,1,West of Twin Peaks,Private room in residential home,Private room,4,,1.5 shared baths,3,3,$250.00 ,1,1125,0,4.71,f,0.34
284117,1479905,Noe Valley,2,2,Glen Park,Entire guesthouse,Entire home/apt,2,,1 bath,1,1,$85.00 ,30,90,5,4.78,f,1.79
285499,1479964,The Castro,19,19,Castro/Upper Market,Entire condominium (condo),Entire home/apt,4,,2 baths,2,2,$199.00 ,30,180,1,5,t,0.06
288213,1498483,Dogpatch,1,1,Potrero Hill,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$196.00 ,2,1125,39,4.9,f,1.96
307837,1583952,Noe Valley,1,1,Noe Valley,Entire residential home,Entire home/apt,2,,1 bath,1,1,$169.00 ,7,29,2,4.86,f,0.56
308885,1588855,Telegraph Hill,2,2,Financial District,Entire rental unit,Entire home/apt,4,,1 bath,1,2,$95.00 ,30,59,2,4.43,f,0.99
314248,1614566,Pacific Heights,1,1,Pacific Heights,Entire residential home,Entire home/apt,6,,2.5 baths,3,4,$325.00 ,30,365,7,4.85,f,0.5
314368,1229762,Telegraph Hill,1,1,North Beach,Entire condominium (condo),Entire home/apt,5,,1 bath,2,2,$585.00 ,2,29,23,4.94,f,1.52
317121,374909,Alamo Square,14,14,Haight Ashbury,Entire rental unit,Entire home/apt,2,,1 bath,,1,$60.00 ,30,365,3,4.7,f,0.25
325478,1579337,Mission District,1,1,Mission,Entire rental unit,Entire home/apt,4,,1 bath,2,2,$325.00 ,30,1125,5,4.86,t,1.18
326650,1670339,Japantown,2,2,Western Addition,Entire rental unit,Entire home/apt,2,,1.5 baths,1,1,$199.00 ,30,180,0,4.7,f,0.27
329020,326840,South Beach,1,1,South of Market,Entire loft,Entire home/apt,2,,1 bath,1,1,$250.00 ,30,120,0,5,t,0.05
330535,625762,Haight-Ashbury,1,1,Haight Ashbury,Entire rental unit,Entire home/apt,6,,1 bath,3,3,$150.00 ,30,360,2,4.73,f,0.96
338849,1670339,Japantown,2,2,Western Addition,Private room in rental unit,Private room,1,,1 shared bath,1,1,$59.00 ,30,120,0,5,f,0.03
342420,1737796,The Castro,1,1,Castro/Upper Market,Entire residential home,Entire home/apt,8,,2 baths,4,5,$662.00 ,4,90,0,5,t,0.23
350479,1776403,Mission District,4,4,Mission,Private room in residential home,Private room,1,,1 shared bath,1,1,$61.00 ,7,180,5,4.8,f,0.4
353292,1789683,Duboce Triangle,1,1,Western Addition,Private room in condominium (condo),Private room,2,,1 shared bath,1,1,$90.00 ,30,180,0,5,f,0.2
371595,165574,Presidio Heights,2,2,Presidio Heights,Entire guesthouse,Entire home/apt,2,,1 bath,1,1,$60.00 ,30,60,2,4.8,f,2.06
379349,1901233,Haight-Ashbury,1,1,Haight Ashbury,Entire guest suite,Entire home/apt,2,,1 bath,1,1,$135.00 ,3,15,41,4.69,f,2.95
394575,1190192,Bernal Heights,1,1,Bernal Heights,Entire rental unit,Entire home/apt,4,,1 bath,,3,$138.00 ,6,365,35,4.82,f,3.84
400433,1583699,Mission District,1,1,Mission,Entire rental unit,Entire home/apt,4,,2 baths,2,2,$355.00 ,2,28,2,4.97,f,0.36
409549,684131,Bernal Heights,3,3,Bernal Heights,Entire condominium (condo),Entire home/apt,4,,1.5 baths,2,2,$229.00 ,3,7,29,4.93,f,1.04
409560,2038517,Oceanview,0,0,Ocean View,Private room in residential home,Private room,2,,1.5 shared baths,1,1,$57.00 ,30,120,0,4.87,f,0.13
413663,1371146,Noe Valley,1,1,Noe Valley,Entire rental unit,Entire home/apt,5,,2 baths,2,2,$189.00 ,30,10000,0,4.97,f,0.63
415498,216682,Pacific Heights,9,9,Pacific Heights,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$89.00 ,30,1125,6,4.8,f,0.24
423300,1776403,Mission District,4,4,Mission,Entire guest suite,Entire home/apt,3,,1 bath,1,3,$110.00 ,30,90,4,4.74,f,0.25
424846,2112291,Richmond District,1,1,Inner Richmond,Private room in guest suite,Private room,5,,1.5 baths,3,4,$421.00 ,2,28,3,4.94,f,2.58
431862,1257432,Tenderloin,25,25,Downtown/Civic Center,Entire rental unit,Entire home/apt,2,,1 bath,,1,$120.00 ,30,1125,4,4.73,f,0.16
437385,2172763,Richmond District,1,1,Outer Richmond,Private room in condominium (condo),Private room,2,,2 baths,1,1,$116.00 ,3,60,7,4.92,t,2.47
438940,1841207,The Castro,5,5,Castro/Upper Market,Private room in rental unit,Private room,2,,1.5 shared baths,1,1,$83.00 ,2,20,15,4.81,f,0.73
442349,2198022,Hayes Valley,1,1,Western Addition,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$150.00 ,30,90,0,4.89,f,0.18
442397,2198311,Outer Sunset,2,2,Outer Sunset,Entire residential home,Entire home/apt,6,,2 baths,2,4,$322.00 ,4,20,0,4.97,f,1.12
444675,2206832,Glen Park,9,9,Glen Park,Entire rental unit,Entire home/apt,5,,2 baths,3,4,$195.00 ,30,247,0,5,f,0.07
450992,374909,Alamo Square,14,14,Western Addition,Entire rental unit,Entire home/apt,2,,1 bath,1,2,$90.00 ,30,365,2,4.39,f,0.22
455783,1421509,Sunset District,2,2,Outer Sunset,Private room in rental unit,Private room,1,,1.5 shared baths,1,1,$44.00 ,30,185,1,4.47,t,1.24
456264,2268272,Fisherman's Wharf,2,2,Russian Hill,Entire rental unit,Entire home/apt,3,,1 bath,2,2,$149.00 ,30,1125,0,4.78,f,0.38
459990,1479964,The Castro,19,19,Russian Hill,Entire rental unit,Entire home/apt,2,,1 bath,,1,$139.00 ,30,180,0,5,f,0.03
465723,305557,Parkside,1,1,Parkside,Entire rental unit,Entire home/apt,2,,Half-bath,1,1,$160.00 ,30,1125,4,4.84,t,3.85
467507,2320888,Bernal Heights,1,1,Bernal Heights,Entire guest suite,Entire home/apt,2,,1 bath,1,1,$162.00 ,3,28,46,4.94,t,2.35
468490,285168,Russian Hill,2,2,Russian Hill,Entire condominium (condo),Entire home/apt,12,,2.5 baths,4,4,"$1,313.00 ",2,29,10,4.52,f,0.44
470686,2335495,Mission District,2,2,Mission,Private room in condominium (condo),Private room,2,,1 private bath,1,1,$125.00 ,1,98,36,4.91,t,2.65
474107,2318089,Excelsior,1,1,Excelsior,Private room in residential home,Private room,6,,1 shared bath,3,4,$70.00 ,2,23,18,4.9,t,1.79
479415,350839,Bernal Heights,2,2,Bernal Heights,Entire residential home,Entire home/apt,6,,2 baths,3,4,$315.00 ,4,10,0,4.77,f,0.2
487019,2410550,Potrero Hill,1,1,Potrero Hill,Entire rental unit,Entire home/apt,4,,2 baths,3,3,$225.00 ,5,1125,2,4.5,f,0.22
487499,1682183,Mission District,1,1,Mission,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$125.00 ,30,200,4,4.78,f,1.62
490931,1269188,Mission District,1,1,Bernal Heights,Private room in rental unit,Private room,2,,1 bath,1,1,$200.00 ,30,60,0,4.76,f,0.84
491867,969518,Lower Haight,2,2,Western Addition,Entire condominium (condo),Entire home/apt,5,,2 baths,3,3,$375.00 ,2,7,4,4.83,f,0.36
493889,2439917,Mission Terrace,2,2,Outer Mission,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$189.00 ,4,25,13,4.87,f,0.7
494111,252927,Richmond District,2,2,Outer Richmond,Entire rental unit,Entire home/apt,4,,1 bath,1,2,$130.00 ,3,90,18,4.64,f,1.66
501770,2475480,Lower Haight,2,2,Haight Ashbury,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$220.00 ,30,1125,4,4.86,f,0.93
503362,2475480,Lower Haight,2,2,Haight Ashbury,Entire rental unit,Entire home/apt,6,,2 baths,2,2,$350.00 ,30,1124,0,4.93,f,0.99
504146,2486135,Marina,2,2,Marina,Entire guest suite,Entire home/apt,2,,1 bath,,2,$274.00 ,2,14,9,4.93,f,0.86
