id,host_id,host_neighbourhood,host_listings_count,host_total_listings_count,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews_ltm,review_scores_rating,instant_bookable,reviews_per_month
6119086,31747421,Mission District,1,1,Mission,Entire guest suite,Entire home/apt,2,,1 bath,1,1,$125.00 ,30,1125,0,4.85,t,0.16
6120540,31755831,Outer Sunset,2,2,Parkside,Private room in residential home,Private room,2,,1 shared bath,1,2,$90.00 ,1,16,3,4.85,f,4.57
6145605,1196837,Visitacion Valley,2,2,Visitacion Valley,Entire rental unit,Entire home/apt,3,,1 bath,,2,$150.00 ,1,60,33,4.74,t,2.51
6154096,31868678,Fisherman's Wharf,1,1,Russian Hill,Entire rental unit,Entire home/apt,4,,1 bath,1,2,$579.00 ,1,1125,5,4.88,f,0.35
6156195,31936468,The Castro,1,1,Castro/Upper Market,Entire rental unit,Entire home/apt,4,,1 bath,1,2,$249.00 ,30,1125,0,4.91,t,1.05
6163821,6884446,Potrero Hill,2,2,Potrero Hill,Entire residential home,Entire home/apt,2,,1 bath,1,1,$139.00 ,1,1125,113,4.87,f,5.68
6169292,20850212,Pacific Heights,16,16,Pacific Heights,Room in hotel,Hotel room,4,,1 private bath,1,2,$119.00 ,1,1125,29,4.3,t,3
6188428,30069369,Fisherman's Wharf,1,1,North Beach,Room in hotel,Private room,6,,1 private bath,2,3,$570.00 ,1,26,18,4.55,t,0.75
6214853,9632192,The Castro,18,18,Western Addition,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$110.00 ,30,1125,6,4.81,f,0.26
6224858,2927013,Richmond District,1,1,Inner Richmond,Entire residential home,Entire home/apt,5,,1.5 baths,3,5,$579.00 ,3,10,17,4.95,f,0.54
6238270,17225793,Duboce Triangle,0,0,Castro/Upper Market,Entire rental unit,Entire home/apt,4,,2 baths,3,3,$350.00 ,30,1125,1,4.83,f,0.08
6238514,6249565,Noe Valley,1,1,Noe Valley,Entire rental unit,Entire home/apt,2,,1 bath,2,2,$350.00 ,1,1125,3,4.99,f,1.24
6245649,23982718,Outer Sunset,2,2,Outer Sunset,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$98.00 ,30,60,1,4.88,f,1.52
6269649,10829039,Richmond District,6,6,Inner Richmond,Entire rental unit,Entire home/apt,4,,1 bath,2,2,$350.00 ,30,1125,0,4.75,f,0.1
6272183,32300861,Cole Valley,1,1,Inner Sunset,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$95.00 ,30,180,0,4.76,f,0.94
6301675,32546924,Nob Hill,1,1,Downtown/Civic Center,Entire rental unit,Entire home/apt,2,,1 bath,,1,$113.00 ,30,1125,3,5,t,0.33
6316753,22402,Sunnyside,2,2,Outer Mission,Private room in residential home,Private room,1,,2 shared baths,1,1,$52.00 ,40,120,3,4.86,t,0.78
6324586,32912359,Mission District,1,1,Mission,Entire rental unit,Entire home/apt,6,,1.5 baths,3,4,$350.00 ,5,1125,0,5,f,0.1
6329340,15357373,Western Addition/NOPA,4,4,Western Addition,Entire condominium (condo),Entire home/apt,5,,1 bath,3,3,$700.00 ,30,120,2,4.88,f,0.2
6329731,15357373,Western Addition/NOPA,4,4,Western Addition,Private room in condominium (condo),Private room,2,,1 shared bath,1,1,$150.00 ,29,180,0,4.88,t,0.52
6335352,580236,Noe Valley,2,2,Noe Valley,Entire residential home,Entire home/apt,8,,2.5 baths,3,3,$382.00 ,4,365,14,4.85,f,1.57
6338562,3840687,Nob Hill,0,0,Nob Hill,Private room in residential home,Private room,1,,1 bath,1,1,$200.00 ,140,1125,0,3,f,0.03
6344500,5051753,Telegraph Hill,1,1,North Beach,Entire condominium (condo),Entire home/apt,2,,1 bath,1,1,$295.00 ,1,7,22,4.84,f,1.76
6348742,17187571,Noe Valley,1,1,Noe Valley,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$125.00 ,30,180,2,4.9,f,1.14
6365190,22434504,Mission District,1,1,Mission,Private room in rental unit,Private room,4,,1 shared bath,1,4,$49.00 ,30,1125,0,4.8,t,1.35
6373849,9965793,Nob Hill,34,34,Nob Hill,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$116.00 ,30,1125,0,4.6,f,0.06
6374167,33217272,Haight-Ashbury,1,1,Haight Ashbury,Private room in residential home,Private room,2,,1 shared bath,1,1,$80.00 ,7,28,15,4.85,f,1.19
6376338,33232844,Inner Sunset,1,1,Inner Sunset,Entire residential home,Entire home/apt,8,,3 baths,4,4,$525.00 ,1,23,4,4.92,f,0.29
6378495,22434504,Mission District,1,1,Mission,Private room in loft,Private room,2,,1 shared bath,1,2,$49.00 ,30,1125,0,4.68,t,1.46
6423158,33511564,Sunnyside,1,1,West of Twin Peaks,Entire rental unit,Entire home/apt,3,,1 bath,,2,$151.00 ,2,20,32,4.94,f,4.66
6430646,4098848,Twin Peaks,1,1,Twin Peaks,Private room in residential home,Private room,2,,1 bath,1,1,$108.00 ,2,1125,34,4.89,t,3.66
6435497,930744,Cow Hollow,5,5,Marina,Private room in residential home,Private room,4,,2 baths,2,2,$308.00 ,1,28,9,4.9,f,0.64
6448545,2682061,Nob Hill,4,4,Nob Hill,Entire rental unit,Entire home/apt,6,,2 baths,3,3,$365.00 ,30,1125,7,4.73,t,0.39
6453774,22267033,Waikiki,80,80,Downtown/Civic Center,Entire condominium (condo),Entire home/apt,4,,1 bath,,2,$292.00 ,2,365,0,4.88,f,0.61
6464925,30610362,Richmond District,2,2,Outer Richmond,Entire condominium (condo),Entire home/apt,2,,1 bath,1,1,$180.00 ,30,92,0,,t,
6472998,4110058,Potrero Hill,3,3,Potrero Hill,Private room in rental unit,Private room,2,,1.5 baths,1,1,$500.00 ,500,1125,0,4.43,f,0.09
6473013,4110058,Potrero Hill,3,3,Potrero Hill,Private room in rental unit,Private room,2,,1.5 baths,1,1,$500.00 ,500,1125,0,4.71,f,0.12
6473215,4110058,Potrero Hill,3,3,Potrero Hill,Private room in rental unit,Private room,4,,1.5 baths,1,2,$500.00 ,500,1125,0,4.5,f,0.13
6481492,23073793,Mission District,2,2,Mission,Entire condominium (condo),Entire home/apt,6,,2 baths,2,3,$299.00 ,4,1125,0,4.63,f,0.11
6494231,7474254,Bernal Heights,1,1,Bernal Heights,Entire residential home,Entire home/apt,5,,2.5 baths,3,6,$343.00 ,30,1125,3,5,f,0.29
6494663,33948993,Outer Sunset,3,3,Outer Sunset,Private room in residential home,Private room,3,,1 private bath,1,2,$66.00 ,1,6,30,4.86,f,4.76
6495015,169443,,1,1,Mission,Entire residential home,Entire home/apt,6,,1 bath,2,5,$300.00 ,30,1125,0,4.71,f,2.54
6512986,8990678,Bernal Heights,1,1,Bernal Heights,Entire residential home,Entire home/apt,4,,1 bath,2,2,$145.00 ,30,1125,4,4.93,f,0.52
6514826,27061527,Mission District,1,1,Castro/Upper Market,Entire condominium (condo),Entire home/apt,5,,1 bath,2,3,$265.00 ,3,14,0,4.88,f,1.06
6516295,34074805,SoMa,1,1,South of Market,Entire loft,Entire home/apt,4,,1.5 baths,1,2,$250.00 ,30,1125,0,5,f,0.06
6522477,7212456,Noe Valley,3,3,Noe Valley,Private room in residential home,Private room,2,,1 private bath,1,1,$250.00 ,3,30,0,5,f,0.11
6523507,6777981,Noe Valley,1,1,Noe Valley,Entire cottage,Entire home/apt,2,,1 bath,,1,$265.00 ,4,1125,20,4.98,f,1.72
6526129,2971941,Pacific Heights,1,1,Pacific Heights,Entire rental unit,Entire home/apt,1,,1 bath,,1,$146.00 ,30,1125,0,4,f,0.02
6526344,11053358,Mission District,1,1,Mission,Private room in rental unit,Private room,2,,1 bath,1,1,$50.00 ,60,80,0,5,f,0.03
6557736,33948993,Outer Sunset,3,3,Outer Sunset,Private room in residential home,Private room,3,,1 private bath,1,2,$65.00 ,1,6,36,4.85,f,4.69
6567853,6582569,SoMa,1,1,South of Market,Entire loft,Entire home/apt,3,,2 baths,2,2,$250.00 ,30,90,3,5,f,0.15
6600081,75978,Mission District,3,3,Mission,Private room in residential home,Private room,1,,1 shared bath,1,1,$97.00 ,3,90,12,4.98,t,3.53
6604564,4091830,Mission District,3,3,Bernal Heights,Entire townhouse,Entire home/apt,5,,1 bath,2,2,$349.00 ,30,1125,0,4.88,t,0.41
6604799,4091830,Mission District,3,3,Mission,Private room in townhouse,Private room,2,,1 shared bath,1,1,$159.00 ,30,1125,0,4.95,t,1.56
6609412,12922607,Noe Valley,1,1,Noe Valley,Entire residential home,Entire home/apt,6,,2 baths,4,5,$750.00 ,3,14,1,4.96,f,0.35
6627450,14326861,The Castro,1,1,Castro/Upper Market,Entire rental unit,Entire home/apt,6,,2.5 baths,3,3,$300.00 ,30,90,1,4.83,f,0.36
6628985,2686174,Presidio Heights,1,1,Western Addition,Entire guest suite,Entire home/apt,2,,1 bath,1,1,$97.00 ,3,30,23,4.8,t,3.38
6641465,34760521,Western Addition/NOPA,2,2,Western Addition,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$186.00 ,30,180,6,5,f,0.13
6649234,22267033,Waikiki,80,80,Downtown/Civic Center,Entire condominium (condo),Entire home/apt,4,,1 bath,,2,$299.00 ,2,365,0,4.8,f,0.14
6653474,475974,Western Addition,3,3,Haight Ashbury,Entire guest suite,Entire home/apt,2,,1 bath,1,1,$120.00 ,2,125,48,4.73,t,1.69
6662128,204441,Upper Rockridge,11,11,North Beach,Private room in rental unit,Private room,2,,2 shared baths,1,1,$66.00 ,30,1125,0,4.18,f,1.71
6684182,5042067,Mission District,1,1,Mission,Entire residential home,Entire home/apt,6,,1.5 baths,3,3,$538.00 ,2,1125,25,4.98,f,0.64
6688004,35005343,Bernal Heights,1,1,Bernal Heights,Private room in residential home,Private room,2,,1 bath,1,1,$110.00 ,3,12,0,4.88,f,1.75
6691495,24647444,Potrero Hill,1,1,Potrero Hill,Private room in residential home,Private room,2,,1 shared bath,1,1,$52.00 ,30,1125,0,5,f,0.07
6701045,24157036,Telegraph Hill,55,55,North Beach,Entire condominium (condo),Entire home/apt,3,,1 bath,2,2,$375.00 ,30,1125,0,5,f,0.03
6702058,5593828,Mission District,1,1,Mission,Entire cottage,Entire home/apt,2,,1 bath,1,1,$145.00 ,30,120,0,5,f,0.55
6705522,31224596,Outer Sunset,1,1,Parkside,Entire residential home,Entire home/apt,10,,2 baths,4,6,$186.00 ,3,1125,23,4.85,t,1.28
6713990,18818082,Mission District,2,2,Mission,Entire condominium (condo),Entire home/apt,2,,1 bath,1,1,$150.00 ,10,30,2,4.92,f,0.15
6715383,10786181,Ingleside,5,5,Ocean View,Entire rental unit,Entire home/apt,2,,1 bath,1,3,$115.00 ,30,1125,0,4.86,f,0.49
6727254,18151037,Noe Valley,8,8,Noe Valley,Private room in rental unit,Private room,2,,1.5 shared baths,1,1,$85.00 ,30,180,1,4.82,t,0.44
6730473,10501924,Western Addition/NOPA,7,7,Western Addition,Entire rental unit,Entire home/apt,2,,1 bath,1,2,$86.00 ,30,120,0,4.55,f,0.94
6747672,17085862,The Castro,0,0,Castro/Upper Market,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$145.00 ,30,180,2,4.95,f,0.72
6748645,3109494,The Castro,1,1,Noe Valley,Entire residential home,Entire home/apt,4,,2 baths,3,3,$350.00 ,4,1125,6,4.97,f,0.74
6749412,4221614,Potrero Hill,5,5,Potrero Hill,Entire rental unit,Entire home/apt,6,,1 bath,1,1,$215.00 ,1,999,4,4.73,f,2.59
6762434,17042045,Union Square,54,54,Downtown/Civic Center,Room in boutique hotel,Private room,2,,1 bath,1,1,$65.00 ,1,21,0,4.32,t,0.84
6764986,17042045,Union Square,54,54,Downtown/Civic Center,Room in boutique hotel,Private room,2,,1 bath,1,1,$65.00 ,1,21,2,4.44,t,0.91
6784032,35515939,Noe Valley,0,0,Noe Valley,Entire residential home,Entire home/apt,8,,2 baths,3,4,$295.00 ,30,365,0,5,f,0.18
6793767,35420613,The Castro,2,2,Castro/Upper Market,Entire rental unit,Entire home/apt,1,,1 bath,,1,$99.00 ,31,180,1,4.93,f,0.76
6798145,35509920,Bayview,2,2,Bayview,Entire townhouse,Entire home/apt,4,,1.5 baths,2,2,$134.00 ,31,365,0,,f,
6822748,1194121,Nob Hill,1,1,Nob Hill,Entire rental unit,Entire home/apt,3,,1 bath,1,1,$245.00 ,8,1125,19,4.96,f,0.94
6836411,22267033,Waikiki,80,80,Downtown/Civic Center,Entire condominium (condo),Entire home/apt,4,,1 bath,,2,$292.00 ,2,365,0,4.93,f,0.19
6836928,4486349,SoMa,1,1,South of Market,Entire loft,Entire home/apt,6,,2.5 baths,3,3,"$1,000.00 ",30,120,0,4.72,f,0.23
6852309,11259636,Noe Valley,3,3,Noe Valley,Entire rental unit,Entire home/apt,4,,1 bath,2,2,$170.00 ,30,1125,0,5,f,0.07
6878780,1781314,Noe Valley,2,2,Noe Valley,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$185.00 ,183,1125,0,5,f,0.2
6883183,23593310,Palo Alto,5,5,Downtown/Civic Center,Room in serviced apartment,Hotel room,4,,1 private bath,1,2,$195.00 ,2,14,3,4.91,t,0.44
6885422,335127,,4,4,Noe Valley,Entire residential home,Entire home/apt,5,,2 baths,3,3,$375.00 ,3,29,6,4.88,f,0.43
6886839,3275513,Mission District,1,1,Mission,Entire condominium (condo),Entire home/apt,4,,1 bath,2,2,$225.00 ,3,1125,0,5,f,0.04
6887043,5639050,The Castro,1,1,Castro/Upper Market,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$150.00 ,30,70,0,5,f,0.08
6887081,18197171,The Castro,1,1,Noe Valley,Entire condominium (condo),Entire home/apt,4,,1 bath,2,2,$330.00 ,2,1125,7,4.9,f,1.06
6898334,24157036,Telegraph Hill,55,55,Pacific Heights,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$225.00 ,30,1125,0,3,f,0.03
6911587,1661839,Mission District,1,1,Mission,Private room in rental unit,Private room,3,,1 private bath,1,1,$164.00 ,2,30,0,4.9,f,1.25
6913294,36229030,Mission District,1,1,Mission,Private room in residential home,Private room,2,,1 private bath,1,1,$85.00 ,1,31,0,4.91,f,1.28
6915497,36237660,Mission District,1,1,Mission,Entire residential home,Entire home/apt,8,,1.5 baths,3,5,$400.00 ,3,29,8,4.83,f,0.77
6926901,1539714,Mission District,1,1,Mission,Entire residential home,Entire home/apt,4,,2 baths,2,2,$325.00 ,3,8,2,4.93,f,0.72
6934867,25943995,Outer Sunset,3,3,Outer Sunset,Entire residential home,Entire home/apt,6,,1 bath,3,3,$219.00 ,30,1125,1,4.73,f,0.2
6934874,25943995,Outer Sunset,3,3,Outer Sunset,Entire residential home,Entire home/apt,4,,1 bath,2,2,$157.00 ,30,1125,4,4.81,f,1.06
6938818,36381578,Richmond District,3,3,Outer Richmond,Private room in residential home,Private room,4,,1 shared bath,1,2,$76.00 ,3,27,17,4.74,f,1.77
6957662,36481063,Noe Valley,1,1,Noe Valley,Entire rental unit,Entire home/apt,3,,1 bath,1,2,$208.00 ,5,28,11,4.78,f,1.57
6970746,36470371,Presidio Heights,1,1,Presidio Heights,Private room in residential home,Private room,2,,1 shared bath,1,1,$140.00 ,1,5,4,4.91,t,1.76
6973383,22402,Sunnyside,2,2,Outer Mission,Private room in residential home,Private room,1,,2 shared baths,1,1,$50.00 ,40,150,0,4.94,t,0.25
6974259,127367,Noe Valley,28,28,Bernal Heights,Entire residential home,Entire home/apt,4,,1 bath,2,2,$170.00 ,30,1125,1,5,f,0.16
6985131,36060750,Ingleside,1,1,Ocean View,Private room in guesthouse,Private room,2,,1 private bath,1,1,$112.00 ,3,1125,14,4.83,t,2.07
6993593,36668744,Nob Hill,2,2,Russian Hill,Private room in rental unit,Private room,2,,1.5 shared baths,1,1,$139.00 ,30,30,0,4.97,f,3.4
7003729,819048,Cow Hollow,0,0,Marina,Entire residential home,Entire home/apt,10,,4.5 baths,5,,"$1,500.00 ",30,1125,0,5,f,0.03
7004802,10534054,Mission District,0,0,Mission,Entire rental unit,Entire home/apt,3,,1 bath,2,3,$195.00 ,4,30,4,4.82,f,0.59
7009791,58930,Richmond District,4,4,Inner Richmond,Private room in residential home,Private room,2,,2 shared baths,1,1,$125.00 ,3,6,0,4.93,f,0.34
7009809,33833956,Inner Sunset,1,1,Inner Sunset,Entire residential home,Entire home/apt,6,,2.5 baths,3,3,$199.00 ,30,90,2,4.97,t,1.91
7020637,13872501,Mission District,1,1,Mission,Entire condominium (condo),Entire home/apt,4,,1 bath,1,4,$159.00 ,1,1125,0,4.81,f,1.06
7026287,36833202,Noe Valley,1,1,Noe Valley,Private room in guest suite,Private room,2,,1 private bath,1,1,$119.00 ,2,29,25,4.97,f,4.94
7027139,34592529,,1,1,Outer Sunset,Private room in rental unit,Private room,2,,1 private bath,1,1,$190.00 ,30,60,0,4.92,f,0.49
7028127,17536951,Bernal Heights,4,4,Bernal Heights,Entire rental unit,Entire home/apt,6,,1 bath,4,,$250.00 ,5,14,0,4.88,f,0.93
7035672,36886391,Parkside,2,2,Parkside,Entire guest suite,Entire home/apt,2,,1 bath,,1,$183.00 ,3,30,4,4.93,f,1.29
7055126,24949211,Potrero Hill,0,0,Potrero Hill,Entire residential home,Entire home/apt,4,,1 bath,1,1,$195.00 ,30,120,0,4.92,f,2.45
7065694,2817625,Outer Sunset,1,1,Parkside,Entire residential home,Entire home/apt,4,,1 bath,2,2,$122.00 ,30,364,4,4.81,f,0.36
7067087,22931450,Telegraph Hill,25,25,Chinatown,Shared room in bed and breakfast,Shared room,4,,10 shared baths,1,4,$33.00 ,1,7,17,4.76,f,2.23
7067681,22931450,Telegraph Hill,25,25,North Beach,Shared room in bed and breakfast,Shared room,4,,10 shared baths,1,4,$33.00 ,1,7,41,4.76,f,3.61
7072662,4186016,Alamo Square,1,1,Haight Ashbury,Entire rental unit,Entire home/apt,3,,1 bath,,1,$132.00 ,90,1125,0,5,f,0.08
7073115,11609628,Lakeshore,2,2,Lakeshore,Private room in residential home,Private room,1,,1 private bath,1,1,$79.00 ,2,25,36,4.95,f,3.59
7086626,11609628,Lakeshore,2,2,Lakeshore,Private room in residential home,Private room,1,,1 private bath,1,1,$67.00 ,2,25,42,4.94,f,2.95
7093018,37176998,Sunnyside,1,1,Outer Mission,Private room in rental unit,Private room,1,,1 bath,1,1,$50.00 ,30,60,0,5,f,0.03
7143032,17042045,Union Square,54,54,Downtown/Civic Center,Room in boutique hotel,Private room,2,,1 bath,1,1,$69.00 ,1,21,0,4.35,t,1.2
7146663,37425993,Downtown,4,4,Downtown/Civic Center,Entire condominium (condo),Entire home/apt,4,,1 bath,,2,$449.00 ,2,7,0,4.67,t,0.05
7162627,3977854,SoMa,7,7,Western Addition,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$100.00 ,30,1125,4,4.9,f,0.27
7180020,37614518,SoMa,1,1,South of Market,Entire loft,Entire home/apt,2,,1.5 baths,1,1,$325.00 ,3,28,30,4.99,t,3.44
7181655,37624778,The Castro,0,0,Castro/Upper Market,Entire residential home,Entire home/apt,12,,3.5 baths,4,10,$671.00 ,3,30,2,4.76,f,0.33
7182761,17331617,Potrero Hill,1,1,Potrero Hill,Private room in condominium (condo),Private room,2,,1 private bath,1,1,$121.00 ,3,29,23,4.94,f,2.96
7196412,2612804,,1,1,West of Twin Peaks,Private room in residential home,Private room,2,,1 private bath,1,1,$120.00 ,30,1125,0,4.7,f,1.11
7202063,789091,SoMa,1,1,South of Market,Entire condominium (condo),Entire home/apt,2,,1 bath,1,1,$289.00 ,30,1125,3,4.89,f,0.48
7222704,30610362,Richmond District,2,2,Outer Richmond,Entire residential home,Entire home/apt,4,,2 baths,2,2,"$1,179.00 ",4,90,0,4.8,f,4.33
7227910,32169668,Pacific Heights,1,1,Pacific Heights,Entire condominium (condo),Entire home/apt,6,,4.5 baths,4,4,$850.00 ,4,1125,6,4.96,f,0.31
7240598,17042045,Union Square,54,54,Downtown/Civic Center,Private room in rental unit,Private room,2,,1 bath,1,1,$69.00 ,1,21,0,4.37,t,1.17
7247351,37950014,Mission Terrace,0,0,Bernal Heights,Entire guesthouse,Entire home/apt,3,,1 bath,1,1,$125.00 ,2,1125,24,4.85,f,2.88
7292878,7407016,Bernal Heights,2,2,Bernal Heights,Entire residential home,Entire home/apt,2,,1 bath,1,1,$155.00 ,1,3,12,4.84,f,1.49
7302136,38249439,Haight-Ashbury,1,1,Haight Ashbury,Entire rental unit,Entire home/apt,2,,1 bath,1,2,$99.00 ,14,17,0,5,f,0.18
7309811,601627,Duboce Triangle,1,1,Western Addition,Entire loft,Entire home/apt,3,,1 bath,1,1,$267.00 ,30,1125,3,4.89,f,0.58
7323097,127367,Noe Valley,28,28,Bayview,Entire guest suite,Entire home/apt,2,,1 bath,1,1,$106.00 ,30,1125,1,3.5,f,0.05
7327920,29638077,Potrero Hill,1,1,Potrero Hill,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$210.00 ,7,1125,43,4.99,f,5.35
7331464,32687481,Noe Valley,1,1,Noe Valley,Entire guest suite,Entire home/apt,5,,1 bath,2,3,$213.00 ,2,28,24,4.84,f,3.98
7341076,4249288,Excelsior,3,3,Excelsior,Private room in residential home,Private room,2,,1 shared bath,1,1,$90.00 ,2,21,0,4.66,f,1.22
7342996,7212456,Noe Valley,3,3,Mission,Private room in residential home,Private room,2,,1 private bath,1,1,$200.00 ,3,30,0,4.98,f,0.73
7343277,22931450,Telegraph Hill,25,25,North Beach,Shared room in hostel,Shared room,4,,10 shared baths,1,4,$33.00 ,1,7,0,4.82,f,2.22
7345170,7212456,Noe Valley,3,3,Noe Valley,Private room in residential home,Private room,2,,1 private bath,1,1,$200.00 ,3,30,0,5,f,0.61
7348398,38498758,The Castro,1,1,Castro/Upper Market,Private room in residential home,Private room,2,,1 shared bath,1,1,$125.00 ,2,21,12,4.95,f,3.72
7367530,17042045,Union Square,54,54,Downtown/Civic Center,Room in boutique hotel,Private room,2,,1 bath,1,1,$67.00 ,1,21,0,4.45,t,1.42
7386838,26325096,Potrero Hill,0,0,Potrero Hill,Entire loft,Entire home/apt,6,,2.5 baths,3,4,$986.00 ,2,1125,6,4.84,f,0.79
7393518,37191616,SoMa,0,0,South of Market,Entire guest suite,Entire home/apt,3,,1 bath,,2,$149.00 ,3,30,31,4.58,t,0.75
7404181,8948973,Mission District,1,1,Mission,Entire condominium (condo),Entire home/apt,8,,2 baths,3,3,$300.00 ,30,1125,3,4.8,t,0.81
7421008,33686673,Western Addition/NOPA,1,1,Haight Ashbury,Entire rental unit,Entire home/apt,6,,1 bath,2,2,$156.00 ,30,90,3,4.67,t,1.69
7439398,38972330,SoMa,1,1,Downtown/Civic Center,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$339.00 ,30,1125,0,4.86,f,0.28
7459197,30474972,Haight-Ashbury,3,3,Haight Ashbury,Entire residential home,Entire home/apt,6,,2.5 baths,3,3,$689.00 ,2,3,0,5,f,0.43
7478631,38787416,Cole Valley,1,1,Haight Ashbury,Entire guest suite,Entire home/apt,2,,1 bath,,3,$89.00 ,30,300,6,4.82,f,4.34
7483031,39190942,Excelsior,1,1,Excelsior,Entire rental unit,Entire home/apt,6,,1 bath,2,2,$138.00 ,3,27,14,4.93,f,2.97
7493861,24157036,Telegraph Hill,55,55,Pacific Heights,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$237.00 ,30,1125,0,4.8,f,0.22
7547105,34963239,Richmond District,2,2,Marina,Private room in guest suite,Private room,1,,1 private bath,1,1,$128.00 ,3,21,41,4.9,f,3.11
7548762,17042045,Union Square,54,54,Downtown/Civic Center,Room in boutique hotel,Private room,2,,1 private bath,1,1,$62.00 ,1,21,1,4.45,t,1.23
7549488,14818517,,2,2,Potrero Hill,Entire condominium (condo),Entire home/apt,6,,2.5 baths,4,4,$489.00 ,2,1125,0,4.89,f,0.7
7562249,33592967,Western Addition/NOPA,1,1,Western Addition,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$185.00 ,30,1125,5,4.83,f,1
7581918,39753874,Balboa Terrace,0,0,West of Twin Peaks,Entire rental unit,Entire home/apt,3,,1 bath,1,2,$125.00 ,30,1125,2,4.71,t,2.34
7596529,9233155,Mission District,1,1,Mission,Entire residential home,Entire home/apt,6,,2 baths,3,3,$575.00 ,7,29,17,4.93,f,1.17
7618503,713834,Mission District,3,3,Castro/Upper Market,Entire condominium (condo),Entire home/apt,2,,1 bath,1,1,$235.00 ,30,60,2,4.7,f,0.13
7650309,128158942,,2,2,Presidio,Entire rental unit,Entire home/apt,6,,3 baths,3,5,$266.00 ,30,360,0,4.75,f,0.17
7666482,12417372,Western Addition/NOPA,1,1,Haight Ashbury,Entire rental unit,Entire home/apt,5,,2 baths,2,2,$145.00 ,31,90,0,3.33,f,0.05
7682618,876150,Glen Park,0,0,Outer Mission,Private room in residential home,Private room,2,,1 bath,1,1,$500.00 ,3,5,0,4.9,f,0.27
7689528,4037393,Marina,2,2,Marina,Entire condominium (condo),Entire home/apt,2,,1 bath,1,1,$200.00 ,10,1125,6,4.97,t,1.15
7696468,23968721,Fisherman's Wharf,1,1,Russian Hill,Entire rental unit,Entire home/apt,4,,1 bath,1,2,$276.00 ,3,7,0,4.67,f,0.09
7699276,40419188,The Castro,2,2,Castro/Upper Market,Private room in rental unit,Private room,6,,1 private bath,2,4,$523.00 ,2,30,0,5,f,0.25
7699910,38956179,Marina,1,1,Marina,Entire rental unit,Entire home/apt,4,,1 bath,2,2,$395.00 ,3,30,0,5,f,0.54
7715542,40534191,Russian Hill,1,1,Russian Hill,Entire guest suite,Entire home/apt,2,,1 bath,1,2,$194.00 ,1,1125,26,4.73,f,4.86
7715861,30857973,Financial District,16,16,Financial District,Entire condominium (condo),Entire home/apt,6,,2.5 baths,2,3,"$2,500.00 ",1,1125,0,5,f,0.03
7754018,22267033,Waikiki,80,80,Downtown/Civic Center,Entire condominium (condo),Entire home/apt,4,,1 bath,,2,$306.00 ,2,365,0,4.92,f,0.17
7764531,4202870,Duboce Triangle,3,3,Castro/Upper Market,Entire rental unit,Entire home/apt,4,,1 bath,2,2,$347.00 ,2,28,21,4.98,f,0.94
7808104,41102404,Mission District,1,1,Mission,Entire condominium (condo),Entire home/apt,4,,1 bath,2,2,$280.00 ,3,30,9,4.95,t,0.68
7825894,33688991,Russian Hill,2,2,Russian Hill,Entire guest suite,Entire home/apt,2,,1 bath,1,1,$90.00 ,30,360,3,4.76,f,1.23
7841744,5717060,Richmond District,1,1,Inner Richmond,Entire condominium (condo),Entire home/apt,2,,2 baths,1,1,$145.00 ,30,90,4,4.75,f,1.54
7842771,33688991,Russian Hill,2,2,Russian Hill,Entire residential home,Entire home/apt,6,,2 baths,3,3,$217.00 ,30,1125,0,4.4,f,0.13
7845599,13320132,Alamo Square,0,0,Western Addition,Entire rental unit,Entire home/apt,4,,1 bath,,2,$150.00 ,30,30,2,4.86,f,2.35
7854509,41390152,Bernal Heights,1,1,Bernal Heights,Entire rental unit,Entire home/apt,4,,1 bath,2,2,$175.00 ,3,180,20,4.82,f,0.73
7856443,6076870,Richmond District,2,2,Outer Richmond,Entire rental unit,Entire home/apt,7,,2.5 baths,3,6,$400.00 ,3,1125,16,4.98,t,1.31
7884875,23071835,Twin Peaks,4,4,Twin Peaks,Entire residential home,Entire home/apt,4,,2 baths,2,2,$297.00 ,7,60,9,4.92,f,0.67
7897391,6346492,Anaheim,68,68,Downtown/Civic Center,Room in hotel,Private room,4,,1 private bath,,2,$180.00 ,2,1125,0,4.76,f,0.22
7902505,4894789,Potrero Hill,1,1,Potrero Hill,Entire guest suite,Entire home/apt,2,,1 bath,1,1,$120.00 ,3,90,7,4.74,t,1.84
